unit_id,source_file,speaker,start_line,end_line,text,descriptive_codes,interpretive_codes,modality,constructs
U0116-1,Master Interviews Transcripts.txt,Daniel,129,129,"Yeah. My one good mentor worked because she understood the Germany market and immigrant stress. If a system matches me with someone who gets those constraints, trust goes up.",language barrier; trust/safety experience; human coaching experience,human adds nuance and context; matching drives trust,hybrid,trust; context
U0117-1,Master Interviews Transcripts.txt,Anna,130,130,Any concerns about hybrid models?,hybrid preference,interpretive context,hybrid,general
U0118-1,Master Interviews Transcripts.txt,Daniel,131,131,"That AI becomes too central and flattens nuance. Or the human just repeats what AI says, then why pay. And also I worry about incentives, like upselling or pushing me into a path that benefits the platform.",human coaching experience; ai tool usage; matching/fit,matching drives trust,hybrid,general
U0119-1,Master Interviews Transcripts.txt,Anna,132,132,What would reduce that concern?,general career context,interpretive context,general,general
U0120-1,Master Interviews Transcripts.txt,Daniel,133,133,"Clear boundaries, maybe evidence like testimonials, and making it easy to switch mentors without shame. If switching is normalized, it’s easier to find a real fit.",human coaching experience; matching/fit,matching drives trust,human,general
U0121-1,Master Interviews Transcripts.txt,Anna,134,134,How does that compare to your experience with ADPList?,human coaching experience,interpretive context,general,general
U0122-1,Master Interviews Transcripts.txt,Daniel,135,136,"ADPList feels like speed dating. Profiles are vague, quality varies. Also I spent the first ten minutes explaining my context every time.",human coaching experience; ai tool usage; context sensitivity,human adds nuance and context,ai,context
U0122-2,Master Interviews Transcripts.txt,Daniel,135,136,That repetition is exhausting and it affects trust. 9) Closing,trust/safety experience,interpretive context,general,trust
U0123-1,Master Interviews Transcripts.txt,Anna,137,137,"We’re almost at the end. If you could tell people designing career support tools what they should understand about someone in your situation, what would you say?",emotional support,interpretive context,general,general
U0124-1,Master Interviews Transcripts.txt,Daniel,138,138,"Don’t underestimate admin stress or insurance, contracts, Anmeldung. It affects risk. People say take a risk, but here risk is tied to paperwork.",general career context,interpretive context,general,general
U0124-2,Master Interviews Transcripts.txt,Daniel,138,138,"And junior designers need very specific feedback, not like your portfolio is good also I want to not feel judged for language or being foreign. When someone acknowledges it’s harder, I trust them more, but then they also need to help me act.",portfolio/case study feedback; language barrier; trust/safety experience,human adds nuance and context,general,trust; context; emotional support
U0125-1,Master Interviews Transcripts.txt,Anna,139,139,"If you could design the perfect support session for yourself next week, what would it look like?",emotional support,interpretive context,general,general
U0126-1,Master Interviews Transcripts.txt,Daniel,140,140,"AI first i upload my CV and two job descriptions, it gives adjustments and a checklist. Then human: 45 minutes to decide my positioning and narrative, and to commit to a plan. And maybe a short follow-up with next steps for accountability.",cv wording; human coaching experience; ai tool usage,effectiveness equals actionability; ai useful for production tasks,hybrid,actionability
U0127-1,Master Interviews Transcripts.txt,Anna,141,141,"What would make you walk away thinking, this was effective?",perceived effectiveness,interpretive context,general,effectiveness
U0128-1,Master Interviews Transcripts.txt,Daniel,142,142,"If I have a plan I actually believe in, and I feel less scattered. Ideally it leads to interviews, but even without that, effectiveness is knowing what to do and why.",perceived effectiveness; ethical boundary concern; actionability/structure,effectiveness equals actionability; ethics and honesty shape trust,general,effectiveness; ethics; actionability
U0129-1,Master Interviews Transcripts.txt,Anna,143,143,Anything you want to add before we stop?,general career context,interpretive context,general,general
U0130-1,Master Interviews Transcripts.txt,Daniel,144,144,"Not really. I’m curious what patterns you’ll find, but yeah. That’s it.",general career context,interpretive context,general,general
U0131-1,Master Interviews Transcripts.txt,Anna,145,145,"Thanks, Daniel. I’m stopping the recording now. And just to reiterate, everything will be anonymized.",privacy concern,privacy caution limits disclosure,general,privacy
U0131-2,Master Interviews Transcripts.txt,Anna,145,145,Thanks again for your time.,ai tool usage,interpretive context,ai,general
U0132-1,Master Interviews Transcripts.txt,Daniel,146,146,Thank you. Bye.,general career context,interpretive context,general,general
U0133-1,Master Interviews Transcripts.txt,Anna,147,147,Bye.,general career context,interpretive context,general,general
U0134-1,Master Interviews Transcripts.txt,Anna,214,214,"Hi Simon, can you hear me well?",general career context,interpretive context,general,general
U0135-1,Master Interviews Transcripts.txt,Simon,217,217,"Yes, I can hear you. Can you hear me too?",general career context,interpretive context,general,general
U0136-1,Master Interviews Transcripts.txt,Anna,220,220,"Yes, perfectly. Thanks for joining. Before we start, I want to quickly go through consent.",general career context,interpretive context,general,general
U0136-2,Master Interviews Transcripts.txt,Anna,220,220,"Is it okay if I m recording the audio of this interview? The recording is only for transcription, it will be anonymized, and you can skip any question or stop at any time.",privacy concern,privacy caution limits disclosure,general,privacy
U0137-1,Master Interviews Transcripts.txt,Simon,223,223,"Yes, that is okay. You can record.",general career context,interpretive context,general,general
U0138-1,Master Interviews Transcripts.txt,Anna,226,226,"Great, thanks. Just to confirm, we will use a pseudonym for you, and anything identifying like company name or specific people, we will keep generic. If I ask something that feels too specific, you can just say pass.",general career context,template advice undermines trust,general,general
U0139-1,Master Interviews Transcripts.txt,Simon,229,229,Yeah alright,general career context,interpretive context,general,general
U0140-1,Master Interviews Transcripts.txt,Anna,232,232,also the topic is trust and perceived effectiveness in AI based career coaching versus human career coaching. There are no right answers. I am interested in your experience and your thinking.,trust/safety experience; perceived effectiveness; human coaching experience,interpretive context,hybrid,trust; effectiveness
U0140-2,Master Interviews Transcripts.txt,Anna,232,232,Does that sound okay?,general career context,interpretive context,general,general
U0141-1,Master Interviews Transcripts.txt,Simon,235,235,"Yes, totally.",general career context,interpretive context,general,general
U0142-1,Master Interviews Transcripts.txt,Anna,238,238,"Perfect. I will start the recording now. Okay, recording is on.",general career context,interpretive context,general,general
U0142-2,Master Interviews Transcripts.txt,Anna,238,238,"To warm up, how are you doing today?",general career context,interpretive context,general,general
U0143-1,Master Interviews Transcripts.txt,Simon,241,241,"Um, fine. A bit tired because I was debugging something since morning, but yeah, okay hahahah",general career context,interpretive context,general,general
U0144-1,Master Interviews Transcripts.txt,Anna,244,245,"Sounds very on brand for a machine learning engineer. hahaha . Okay, let us start.",general career context,interpretive context,general,general
